#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:firsthalf" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:firsthalf" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:firsthalf">
#                <taxonset id="TaxonSet.firsthalf" spec="beast.evolution.alignment.TaxonSet">
#                    <alignment filter="1-449" id="firsthalf" spec="beast.evolution.alignment.FilteredAlignment">
#                    </alignment>
#                </taxonset>
#            </tree>
#        </distribution>
#        <distribution id="BMT_PropInvariablePrior.s:firsthalf" spec="beast.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:firsthalf" spec="beast.core.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:firsthalf" lower="0.0" name="x" upper="1.0">0.1</parameter>
#            <Beta id="Beta.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">1.0</parameter>
#                <parameter id="RealParameter.01" lower="0.0" name="beta" upper="0.0">4.0</parameter>
#            </Beta>
#        </distribution>
#        <distribution id="BMT_RatesPrior.s:firsthalf" spec="beast.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:firsthalf" lower="0" spec="beast.core.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:firsthalf" modelIndicator="@BMT_ModelIndicator.s:firsthalf" spec="beast.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:firsthalf" lower="0.01" name="rates" upper="100.0">1.0</parameter>
#                <frequencies empirical="false" id="BMTfreqs.s:firsthalf" spec="beast.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:firsthalf" spec="beast.core.parameter.BooleanParameter">false</hasEqualFreqs>
#                    <parameter dimension="4" id="BMT_frequencies.s:firsthalf" name="frequencies">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:firsthalf" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:firsthalfx" name="distr"/>
#        </distribution>
#        <prior id="BMT_freqsPrior.s:firsthalf" name="distribution" x="@BMT_frequencies.s:firsthalf">
#            <distr id="Dirichlet.0" spec="beast.math.distributions.Dirichlet">
#                <parameter dimension="4" id="RealParameter.02" lower="0.0" name="alpha" upper="0.0">1.0 1.0 1.0 1.0</parameter>
#            </distr>
#        </prior>
#        <distribution id="BMT_GammaShapePrior.s:firsthalf" spec="beast.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:firsthalf" spec="beast.core.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:firsthalf" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.03" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:firsthalf" name="distribution" x="@birthRate.t:firsthalf">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@firsthalf" id="treeLikelihood.firsthalf" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:firsthalf">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:firsthalf" hasInvariantSites="@hasInvariableSites.s:firsthalf" id="BEASTModelTest.s:firsthalf" proportionInvariant="@BMT_ProportionInvariable.s:firsthalf" shape="@BMT_gammaShape.s:firsthalf" spec="beast.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:firsthalf">
#                <parameter estimate="false" id="BMT_mutationRate.s:firsthalf" name="mutationRate">1.0</parameter>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:firsthalf" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:firsthalf" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:firsthalf" id="treeLikelihood.secondhalf" siteModel="@BEASTModelTest.s:firsthalf" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:firsthalf">
#            <data data="@Primates" filter="450-898" id="secondhalf" spec="beast.evolution.alignment.FilteredAlignment"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.firsthalf	treeLikelihood.secondhalf	TreeHeight	YuleModel	birthRate	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_Rates.1	BMT_Rates.2	BMT_Rates.3	BMT_Rates.4	BMT_Rates.5	BMT_Rates.6	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BMT_frequencies.1	BMT_frequencies.2	BMT_frequencies.3	BMT_frequencies.4
1468000	-5724.90497815244	-5724.280605477444	-0.6243726749959088	-2895.0500884718836	-2829.23051700556	0.7919545526747117	0.3071805553807083	3.4053249869406095	0.22639554203412407	2.628273634278912	0.22639554203412407	0.22639554203412407	2.628273634278912	0.06426610533981236	121123	2	0.22639554203412407	2.628273634278912	0.06426610533981236	0.03547561761929695	0.13045296192187156	0.17112885804863504	0.3238789158743089	0.0455211623028896	1	0	0.0	0.3238789158743089	0	0.3495444919856879	0.3221097174742854	0.080838549320736	0.24750724121929038
1469000	-5716.723519137119	-5718.362787808669	1.6392686715496056	-2898.4853158734386	-2819.8774719352305	0.5605692701042917	2.6278400914379043	5.306067568526068	0.22639554203412407	2.632543226459134	0.22639554203412407	0.22639554203412407	2.632543226459134	0.05572692097936818	121123	2	0.22639554203412407	2.632543226459134	0.05572692097936818	0.03547561761929695	0.13045296192187156	0.17112885804863504	0.38784725948657967	0.0455211623028896	1	0	0.0	0.38784725948657967	0	0.3568761863010466	0.31477802315892667	0.080838549320736	0.24750724121929038
1470000	-5719.310742517009	-5720.535562843616	1.2248203266068514	-2897.368168375001	-2823.1673944686154	0.5994195094213508	2.21339174649515	3.6427871878379694	0.22639554203412407	2.632543226459134	0.22639554203412407	0.22639554203412407	2.632543226459134	0.05572692097936818	121123	2	0.22639554203412407	2.632543226459134	0.05572692097936818	0.03547561761929695	0.13045296192187156	0.17112885804863504	0.38784725948657967	0.0455211623028896	1	0	0.0	0.38784725948657967	0	0.3568761863010466	0.31477802315892667	0.080838549320736	0.24750724121929038
1471000	-5719.698296914927	-5720.905330150303	1.2070332353757471	-2894.7043658197645	-2826.2009643305378	0.6352205342914805	1.2480445146560903	2.136033619941291	0.30899120994052764	2.632543226459134	0.15269937407018563	0.13661148153551358	2.632543226459134	0.13661148153551358	123424	25	0.30899120994052764	2.632543226459134	0.15269937407018563	0.13661148153551358	0.13045296192187156	0.17112885804863504	0.39024297332698943	0.03926145063936147	1	1	0.03926145063936147	0.39024297332698943	0	0.3568761863010466	0.31477802315892667	0.080838549320736	0.24750724121929038
1472000	-5722.1967468931225	-5721.174418140801	-1.0223287523215603	-2893.7780302358997	-2827.3963879049015	0.6578956621233858	0.8734098711387022	5.157179887711501	0.30899120994052764	2.7949976544622395	0.14197411238040428	0.14197411238040428	2.470088798456029	0.14197411238040428	123343	21	0.30899120994052764	2.7949976544622395	0.14197411238040428	2.470088798456029	0.06677332149408552	0.17112885804863504	0.34826461294556477	0.01820936472234135	1	1	0.01820936472234135	0.34826461294556477	0	0.3568761863010466	0.31477802315892667	0.080838549320736	0.24750724121929038
1473000	-5718.039143086085	-5719.920590552074	1.8814474659890859	-2895.348181825139	-2824.5724087269355	0.5570613581257056	3.7480640399920686	5.1513408498545585	0.3295632777417957	2.6455842764550668	0.15466609336776238	0.15466609336776238	2.3859569813258257	0.3295632777417957	123341	20	0.3295632777417957	2.6455842764550668	0.15466609336776238	2.3859569813258257	0.06677332149408552	0.17112885804863504	0.37386369374914014	0.017919003786004348	1	1	0.017919003786004348	0.37386369374914014	0	0.3568761863010466	0.31405580300022085	0.0815607694794418	0.24750724121929038
1474000	-5717.054703940942	-5719.304858152464	2.2501542115218296	-2895.258690423594	-2824.04616772887	0.5869873258661992	1.802089920719542	5.541320558996912	0.2093806423996058	2.5812387152007927	0.2093806423996058	0.2093806423996058	2.5812387152007927	0.2093806423996058	121121	1	0.2093806423996058	2.5812387152007927	0.22415578792987645	2.306785809971477	0.06677332149408552	0.17112885804863504	0.37386369374914014	0.01834215550063446	1	1	0.01834215550063446	0.37386369374914014	0	0.3568761863010466	0.31405580300022085	0.0815607694794418	0.24750724121929038
1475000	-5725.842366526978	-5728.552918357114	2.7105518301361324	-2894.927152319553	-2833.625766037561	0.5207716726226945	4.6901309655593035	3.8004801314732144	0.24208667607259424	2.567884649690766	0.24208667607259424	0.24208667607259424	2.4637686460188655	0.24208667607259424	121131	3	0.24208667607259424	2.567884649690766	2.4637686460188655	2.306785809971477	0.06677332149408552	0.17112885804863504	0.44905107732710875	0.10518866237376724	1	1	0.10518866237376724	0.44905107732710875	0	0.370319257509229	0.336195897589858	0.07034264306575408	0.22314220183515854
1476000	-5726.2027877477	-5727.4047034220475	1.2019156743473953	-2895.2613285701373	-2832.1433748519103	0.5988676571706465	3.425744634149515	4.042192009207935	0.2287699082570713	2.951961574420127	0.2287699082570713	0.2287699082570713	2.1329587925515963	0.2287699082570713	121131	3	0.2287699082570713	2.951961574420127	2.1329587925515963	2.306785809971477	0.06677332149408552	0.17112885804863504	0.47278048556556385	0.16894984068933253	1	1	0.16894984068933253	0.47278048556556385	0	0.370319257509229	0.336195897589858	0.07034264306575408	0.22314220183515854
1477000	-5722.920885459415	-5723.158895685869	0.2380102264536283	-2892.22343580546	-2830.9354598804084	0.6283993010529736	2.7186612550897165	2.9248214653509836	0.2203222214177302	2.922983049127562	0.2203222214177302	0.18086028887114639	2.2746519302946933	0.18086028887114639	121343	9	0.2203222214177302	2.922983049127562	0.18086028887114639	2.2746519302946933	0.06677332149408552	0.17112885804863504	0.47278048556556385	0.17971231927017067	1	1	0.17971231927017067	0.47278048556556385	0	0.370319257509229	0.336195897589858	0.07034264306575408	0.22314220183515854
1478000	-5724.470385910319	-5724.620263019118	0.1498771087992068	-2901.256845051341	-2823.3634179677774	0.6681381638837974	2.1617386467355004	3.5610611655067266	0.19944659427757244	2.883030605032638	0.19944659427757244	0.19944659427757244	2.3191830178570805	0.19944659427757244	121131	3	0.19944659427757244	2.883030605032638	2.3191830178570805	2.3371245048507703	0.06677332149408552	0.17112885804863504	0.48990839634498334	0.09732050793878438	1	1	0.09732050793878438	0.48990839634498334	0	0.39908203482542143	0.3074331202736656	0.07034264306575408	0.22314220183515854
1479000	-5723.660120623269	-5724.452006328405	0.7918857051359056	-2897.5954756103897	-2826.856530718015	0.6104029909847009	3.033796105643259	4.086123044006162	0.24143654122215055	3.1644640145446292	0.13745607406645746	0.13745607406645746	2.077750754878163	0.24143654122215055	123341	20	0.24143654122215055	3.1644640145446292	0.13745607406645746	2.077750754878163	0.06677332149408552	0.17112885804863504	0.48990839634498334	0.11107623531361371	1	1	0.11107623531361371	0.48990839634498334	0	0.39908203482542143	0.3074331202736656	0.07034264306575408	0.22314220183515854
1480000	-5721.166072554157	-5720.5167783251945	-0.6492942289619872	-2893.3468219545694	-2827.1699563706247	0.7013203119010354	1.2568933249268	3.4168271166714925	0.15384383012598474	3.2456587321022075	0.15384383012598474	0.2612940480922678	2.031515729427579	0.15384383012598474	121341	8	0.15384383012598474	3.2456587321022075	0.2612940480922678	2.031515729427579	0.15983261426068346	0.17112885804863504	0.3522931753731808	0.03579234033387161	1	1	0.03579234033387161	0.3522931753731808	0	0.37442102051588066	0.33209413458320636	0.07034264306575408	0.22314220183515854
1481000	-5727.5684691145625	-5725.2369300265345	-2.331539088028263	-2888.6969863561735	-2836.5399436703606	0.7699185948025357	-0.49350983655551595	4.334853286143488	0.15384383012598474	3.3033467109412853	0.15384383012598474	0.2186351876217572	2.016486611059012	0.15384383012598474	121341	8	0.15384383012598474	3.3033467109412853	0.2186351876217572	2.016486611059012	0.15983261426068346	0.17112885804863504	0.33103690946691156	0.030010484641824223	1	1	0.030010484641824223	0.33103690946691156	0	0.37442102051588066	0.33209413458320636	0.07034264306575408	0.22314220183515854
1482000	-5719.9007882228125	-5719.614707608675	-0.2860806141370543	-2890.480581091207	-2829.1341265174683	0.7102467327069929	1.3933057872979502	3.5159056860721956	0.17494444189825234	3.3937246960692917	0.17494444189825234	0.17494444189825234	1.9064975363377077	0.17494444189825234	121131	3	0.17494444189825234	3.3937246960692917	1.9064975363377077	1.9064975363377077	0.15983261426068346	0.17112885804863504	0.33966008407452536	0.04414522019086425	1	1	0.04414522019086425	0.33966008407452536	0	0.37442102051588066	0.33209413458320636	0.07034264306575408	0.22314220183515854
1483000	-5723.307169918806	-5721.000790476119	-2.306379442687171	-2892.58194846289	-2828.4188420132286	0.7769548308150661	-0.5159780549771273	4.517773367813655	0.18637465107347512	3.0754459575826094	0.18637465107347512	0.18637465107347512	2.1790554381234983	0.18637465107347512	121131	3	0.18637465107347512	3.0754459575826094	2.1790554381234983	1.9064975363377077	0.15983261426068346	0.17112885804863504	0.40425329523273656	0.05534309881986183	1	1	0.05534309881986183	0.40425329523273656	0	0.3742006199783576	0.33209413458320636	0.0705630436032772	0.22314220183515854
1484000	-5719.213562568152	-5718.611737866645	-0.6018247015069514	-2888.682086653476	-2829.929651213169	0.7188641956608732	1.157950880184683	3.366796968965569	0.1709387068955186	3.362774011836415	0.1709387068955186	0.1709387068955186	1.9534711605815192	0.1709387068955186	121131	3	0.1709387068955186	3.362774011836415	1.9534711605815192	2.233509554710012	2.3510379177121816	0.17112885804863504	0.3887972445519767	0.052611502854474655	1	1	0.052611502854474655	0.3887972445519767	0	0.3742006199783576	0.33209413458320636	0.0705630436032772	0.22314220183515854
1485000	-5721.427165939202	-5721.42409336383	-0.0030725753717613102	-2890.550625267535	-2830.8734680962957	0.6901034618801203	1.7331396948464013	3.479005647683874	0.17582017787425963	3.457451578048115	0.17582017787425963	0.17582017787425963	1.839267710454855	0.17582017787425963	121131	3	0.17582017787425963	3.457451578048115	1.839267710454855	1.9534711605815192	2.3510379177121816	0.17112885804863504	0.40939251993229786	0.04165623110806833	1	1	0.04165623110806833	0.40939251993229786	0	0.3742006199783576	0.33209413458320636	0.0705630436032772	0.22314220183515854
1486000	-5727.903957017042	-5725.243714570639	-2.660242446402693	-2892.8326708315253	-2832.411043739113	0.8216208948485024	0.4788265769099729	3.0115681823560543	0.1296379937401004	3.239628737218494	0.22854453389141102	0.22854453389141102	2.0440062075184917	0.1296379937401004	123341	20	0.1296379937401004	3.239628737218494	0.22854453389141102	2.0440062075184917	2.3510379177121816	0.17112885804863504	0.3622517981386518	0.04165623110806833	1	0	0.0	0.3622517981386518	0	0.3742006199783576	0.33209413458320636	0.0705630436032772	0.22314220183515854
1487000	-5724.699598413557	-5723.453177795345	-1.2464206182120297	-2898.0495799532177	-2825.403597842127	0.6563541754116808	1.7200168604109947	2.587661113750778	0.18125931935361064	3.0846587620320682	0.18125931935361064	0.18125931935361064	2.1903039605534977	0.18125931935361064	121131	3	0.18125931935361064	3.0846587620320682	2.1903039605534977	2.0440062075184917	2.3510379177121816	0.17112885804863504	0.3622517981386518	0.04165623110806833	1	0	0.0	0.3622517981386518	0	0.3742006199783576	0.33209413458320636	0.0705630436032772	0.22314220183515854
1488000	-5716.787706313969	-5716.654839273993	-0.1328670399755989	-2891.40535460225	-2825.2494846717436	0.6843570644161695	1.676098742969172	3.372040382986253	0.16768873793272995	3.2048492342721144	0.16768873793272995	0.16768873793272995	2.124395813996974	0.16768873793272995	121131	3	0.16768873793272995	3.2048492342721144	2.124395813996974	2.0440062075184917	2.3510379177121816	0.17112885804863504	0.3630090891170165	0.07252940419840305	1	1	0.07252940419840305	0.3630090891170165	0	0.3742006199783576	0.3218607018278229	0.0705630436032772	0.233375634590542
1489000	-5722.427781485275	-5722.256014264542	-0.1717672207330485	-2893.352252841428	-2828.9037614231142	0.818147947907173	-0.37292659377944126	3.465110752477453	0.15577459529114263	2.6646225241345443	0.17960288057431728	0.17960288057431728	2.6646225241345443	0.15577459529114263	123321	17	0.15577459529114263	2.6646225241345443	0.17960288057431728	0.15985812131104996	2.3510379177121816	0.17112885804863504	0.3630090891170165	0.050745873957328776	1	1	0.050745873957328776	0.3630090891170165	0	0.37075988064279086	0.3218607018278229	0.0705630436032772	0.23681637392610871
1490000	-5721.063016425904	-5721.960855657644	0.8978392317402197	-2898.970084462332	-2822.990771195312	0.7294621083459454	0.7829009795054627	2.4594009602956457	0.20867385602612445	2.6446224313938265	0.2388282524735898	0.20867385602612445	2.6446224313938265	0.054579172686516686	123124	13	0.20867385602612445	2.6446224313938265	0.2388282524735898	0.054579172686516686	2.3510379177121816	0.17112885804863504	0.3630090891170165	0.027343643049602216	1	1	0.027343643049602216	0.3630090891170165	0	0.37075988064279086	0.3218607018278229	0.0705630436032772	0.23681637392610871
1491000	-5715.718269248061	-5719.137114759575	3.4188455115135543	-2892.6968547008487	-2826.4402600587264	0.5496545517857181	3.1717540308408303	5.470969052130137	0.27777398760243516	2.6110077619449417	0.16673682950256338	0.16673682950256338	2.6110077619449417	0.16673682950256338	123323	18	0.27777398760243516	2.6110077619449417	0.16673682950256338	0.15389867681294234	2.3510379177121816	0.17112885804863504	0.3630090891170165	0.007010419059462058	1	1	0.007010419059462058	0.3630090891170165	0	0.37075988064279086	0.3218607018278229	0.0838113369171386	0.2235680806122473
1492000	-5722.006084045424	-5723.382932541828	1.3768484964037313	-2894.263729903415	-2829.1192026384138	0.70162057125222	1.4520341574955244	3.535273387061143	0.27777398760243516	2.6110077619449417	0.2675937674620025	0.03456468096423777	2.6110077619449417	0.19805204008144991	123425	26	0.27777398760243516	2.6110077619449417	0.2675937674620025	0.03456468096423777	0.19805204008144991	0.17112885804863504	0.35584310320433077	0.00567543060337542	1	1	0.00567543060337542	0.35584310320433077	0	0.37075988064279086	0.3218607018278229	0.0838113369171386	0.2235680806122473
1493000	-5727.846736717773	-5728.378724675032	0.5319879572587818	-2896.298778714905	-2832.0799459601267	0.784543694570489	0.32157339691337405	2.2184724965202003	0.2209946631654101	2.674358556651077	0.1408921780497317	0.2209946631654101	2.674358556651077	0.06840138231730261	123124	13	0.2209946631654101	2.674358556651077	0.1408921780497317	0.06840138231730261	0.06840138231730261	0.17112885804863504	0.36180373035782865	0.0164206045266033	1	1	0.0164206045266033	0.36180373035782865	0	0.37075988064279086	0.3218607018278229	0.0838113369171386	0.2235680806122473
1494000	-5719.16997555879	-5721.084755625116	1.914780066326071	-2894.956661024161	-2826.1280946009547	0.60695261757068	2.970146301247047	2.714264629080516	0.25090483024242427	2.6205872348437254	0.25090483024242427	0.12850793491385457	2.6205872348437254	0.12850793491385457	121323	6	0.25090483024242427	2.6205872348437254	0.12850793491385457	0.12850793491385457	2.592974280209103	0.17112885804863504	0.36180373035782865	0.009172487414943382	1	0	0.0	0.36180373035782865	0	0.37075988064279086	0.3218607018278229	0.0838113369171386	0.2235680806122473
1495000	-5722.30873402225	-5721.314135936529	-0.9945980857209709	-2894.2572433179516	-2827.056892618577	0.7236288219084516	-0.17891986007368788	1.7175499207324623	0.18856833738159867	2.622863325236807	0.18856833738159867	0.18856833738159867	2.622863325236807	0.18856833738159867	121121	1	0.18856833738159867	2.622863325236807	0.10123620648386494	0.12850793491385457	2.592974280209103	0.17112885804863504	0.31211207928964324	0.009172487414943382	1	0	0.0	0.31211207928964324	0	0.37075988064279086	0.3218607018278229	0.0838113369171386	0.2235680806122473
1496000	-5727.400565318297	-5725.929701092008	-1.470864226288659	-2893.233220484781	-2832.696480607227	0.7327738714506612	-0.6369061119526536	1.6439613315901527	0.18856833738159867	2.622863325236807	0.18856833738159867	0.18856833738159867	2.622863325236807	0.18856833738159867	121121	1	0.18856833738159867	2.622863325236807	0.05940791875046941	2.8110572631590887	2.592974280209103	0.17112885804863504	0.3303919679783658	0.009172487414943382	1	0	0.0	0.3303919679783658	0	0.37214929509372474	0.3218607018278229	0.0838113369171386	0.22217866616131343
1497000	-5723.434643932543	-5724.133472665491	0.6988287329483442	-2895.9320318580826	-2828.2014408074087	0.7852074330146556	0.3643333729878613	2.7042440113959705	0.2027767903297725	2.622863325236807	0.17435988443342484	0.2027767903297725	2.622863325236807	0.17435988443342484	123123	12	0.2027767903297725	2.622863325236807	0.17435988443342484	2.8110572631590887	2.592974280209103	0.17112885804863504	0.31278104616523544	0.015506342964100263	1	1	0.015506342964100263	0.31278104616523544	0	0.37214929509372474	0.3218607018278229	0.0838113369171386	0.22217866616131343
1498000	-5720.756427554319	-5718.841850199851	-1.9145773544674554	-2891.7403493908646	-2827.1015008089867	0.6812889165778719	1.2409915305653856	3.5889644334836905	0.22471608890652506	2.7609423155914175	0.22471608890652506	0.15242058585667229	2.4847843348821965	0.15242058585667229	121343	9	0.22471608890652506	2.7609423155914175	0.15242058585667229	2.4847843348821965	2.592974280209103	0.17112885804863504	0.3576106999948368	0.015506342964100263	1	0	0.0	0.3576106999948368	0	0.37214929509372474	0.3218607018278229	0.0838113369171386	0.22217866616131343
1499000	-5718.510097855852	-5719.5975544725625	1.0874566167099178	-2892.389678554342	-2827.2078759182205	0.6397916128262112	2.0761161207755605	2.7495061268546346	0.21911117721581488	2.622863325236807	0.21911117721581488	0.21911117721581488	2.622863325236807	0.09693981787895004	121123	2	0.21911117721581488	2.622863325236807	0.09693981787895004	0.09693981787895004	0.09693981787895004	0.17112885804863504	0.3576106999948368	0.015506342964100263	1	0	0.0	0.3576106999948368	0	0.37214929509372474	0.3218607018278229	0.0838113369171386	0.22217866616131343
1500000	-5728.105894920619	-5730.463361362846	2.357466442227118	-2900.0820270785607	-2830.381334284285	0.5533344352384711	3.3683761381472674	4.818473815609005	0.20729503318614156	2.640587541281317	0.20729503318614156	0.20729503318614156	2.640587541281317	0.09693981787895004	121123	2	0.20729503318614156	2.640587541281317	0.09693981787895004	0.09693981787895004	0.09693981787895004	0.17112885804863504	0.38508169048718316	0.015506342964100263	1	0	0.0	0.38508169048718316	0	0.37214929509372474	0.3218607018278229	0.0838113369171386	0.22217866616131343
1501000	-5719.424178719786	-5721.102273595248	1.678094875462424	-2894.1708650039022	-2826.931408591346	0.590721349383506	2.7474900180060926	5.135395174744082	0.24825912827118257	2.67588887993938	0.24825912827118257	0.1152872270548043	2.67588887993938	0.036416756524079455	121324	7	0.24825912827118257	2.67588887993938	0.1152872270548043	0.036416756524079455	0.09693981787895004	0.17112885804863504	0.33474873706193276	0.015506342964100263	1	0	0.0	0.33474873706193276	0	0.37214929509372474	0.30288325871745764	0.0838113369171386	0.2411561092716787
1502000	-5721.914286387685	-5720.362360141073	-1.5519262466123418	-2897.9814626148145	-2822.3808975262577	0.6560026958360694	-0.4825311040686735	5.360839922055693	0.24825912827118257	2.67588887993938	0.24825912827118257	0.1152872270548043	2.67588887993938	0.036416756524079455	121324	7	0.24825912827118257	2.67588887993938	0.1152872270548043	0.036416756524079455	0.09693981787895004	0.17112885804863504	0.33474873706193276	0.015506342964100263	1	0	0.0	0.33474873706193276	0	0.37214929509372474	0.30288325871745764	0.0838113369171386	0.2411561092716787
1503000	-5722.226495432952	-5721.071763013805	-1.1547324191471686	-2893.9157898225276	-2827.1559731912776	0.6263394129738742	1.9732467005726413	4.541647273324254	0.24385565850039678	2.9929913605691882	0.24385565850039678	0.1315374551675702	2.256222412094887	0.1315374551675702	121343	9	0.24385565850039678	2.9929913605691882	0.1315374551675702	2.256222412094887	0.09693981787895004	0.17112885804863504	0.33614268543360976	0.015506342964100263	1	0	0.0	0.33614268543360976	0	0.37214929509372474	0.30288325871745764	0.0838113369171386	0.2411561092716787
1504000	-5718.780835991073	-5720.216238906181	1.4354029151077365	-2893.860756082418	-2826.355482823763	0.6105476073325493	2.4625860010088516	3.124308120056513	0.22969538693348182	2.6246068863320375	0.22969538693348182	0.14569772673448517	2.6246068863320375	0.14569772673448517	121323	6	0.22969538693348182	2.6246068863320375	0.14569772673448517	2.256222412094887	0.09693981787895004	0.17112885804863504	0.33614268543360976	0.015506342964100263	1	0	0.0	0.33614268543360976	0	0.37214929509372474	0.31908254550103654	0.0915775759819128	0.21719058342332562
1505000	-5724.347221186657	-5725.140326978744	0.7931057920867867	-2897.081757214103	-2828.0585697646407	0.7230786467655897	0.4574228863921235	2.277922601737523	0.18424731580568857	2.6354844951187593	0.17628906234542535	0.18424731580568857	2.6354844951187593	0.18424731580568857	123121	11	0.18424731580568857	2.6354844951187593	0.17628906234542535	2.256222412094887	0.09693981787895004	0.17112885804863504	0.3316218159235519	0.012836046252490142	1	1	0.012836046252490142	0.3316218159235519	0	0.37277629230776727	0.318455548286994	0.0915775759819128	0.21719058342332562
1506000	-5719.937689720586	-5720.982303185696	1.0446134651104066	-2897.138835767647	-2823.8434674180494	0.607954699305998	0.7337353497985575	5.724176626741015	0.24947359044025283	2.6105997195282433	0.24947359044025283	0.1399266900315085	2.6105997195282433	0.1399266900315085	121323	6	0.24947359044025283	2.6105997195282433	0.1399266900315085	0.1609148274276981	0.09693981787895004	0.17112885804863504	0.36817794551896255	0.0024678241798898335	1	1	0.0024678241798898335	0.36817794551896255	0	0.35958002698738667	0.318455548286994	0.0915775759819128	0.23038684874370619
1507000	-5722.870821891465	-5725.614454916655	2.7436330251894216	-2903.1073187836373	-2822.507136133017	0.4900804345035435	4.095954890789627	5.374781013871268	0.23291302189208776	2.5694346843767173	0.28419752407176957	0.17201004264135883	2.5694346843767173	0.17201004264135883	123424	25	0.23291302189208776	2.5694346843767173	0.28419752407176957	0.17201004264135883	0.09693981787895004	0.17112885804863504	0.36817794551896255	0.003418028412315395	1	0	0.0	0.36817794551896255	0	0.35958002698738667	0.318455548286994	0.0915775759819128	0.23038684874370619
1508000	-5729.701300229772	-5726.540663023583	-3.1606372061885017	-2896.10433688767	-2830.4363261359135	0.6268997351134047	-1.9777633215332122	1.2014592469568794	0.2389315333019557	2.6324742873589146	0.15811831810737453	0.099070040570894	2.6324742873589146	0.2389315333019557	123421	23	0.2389315333019557	2.6324742873589146	0.15811831810737453	0.099070040570894	0.09693981787895004	0.17112885804863504	0.36817794551896255	0.003418028412315395	1	0	0.0	0.36817794551896255	0	0.35958002698738667	0.32283546098367233	0.0915775759819128	0.22600693604702785
1509000	-5731.161185827878	-5729.914068659814	-1.2471171680649453	-2901.18901387375	-2828.725054786064	0.780282219393385	-0.34677461489067607	1.8330770277443804	0.2214176436039014	2.6490149882026666	0.2214176436039014	0.03771709278297213	2.6490149882026666	0.2214176436039014	121321	5	0.2214176436039014	2.6490149882026666	0.03771709278297213	0.099070040570894	0.09693981787895004	0.17112885804863504	0.3164841279968352	0.003418028412315395	1	0	0.0	0.3164841279968352	0	0.35958002698738667	0.32283546098367233	0.0915775759819128	0.22600693604702785
1510000	-5717.469637963858	-5721.664477610537	4.194839646678582	-2892.2822776149847	-2829.3821999955517	0.541154734017067	3.8137310879415622	4.589556856226532	0.22530048955412826	2.618250575645763	0.22530048955412826	0.08759738004609874	2.618250575645763	0.22530048955412826	121321	5	0.22530048955412826	2.618250575645763	0.08759738004609874	0.099070040570894	0.09693981787895004	0.17112885804863504	0.336524683526367	0.014061668524897307	1	1	0.014061668524897307	0.336524683526367	0	0.3624440448931758	0.32283546098367233	0.0887135580761237	0.22600693604702785
